Tool;IdNumber;ToolType;ToolUserType;Permanent;UnitsDiameter;Diameter;Angle;Radius;ProfileRadius;UpperRadius;NumTeeth;Description;TaperAngle;ShankDiameter;UnitsLength;Length;TotalLength;ShoulderLength;Startshoulderlength;TipLength;CuttingLength;HLength;Material;UnitsFeedSpin;Ftype;FeedXY;FeedZ;FeedFinish;Stype;Spin;SpinFinish;FeedZPenetration;FeedLeadIn;FeedLeadOut;FeedLink;ToolName;ToolGroupName;HolderName;GroupHolderName;Direction;ChamferLength;TipDiameter;ShoulderDiameter;ShoulderAngle;Message1;Message2;Message3;Message4;Message5;FloodCoolant;MistCoolant;HighPressureCoolant;LowPressureCoolant;ThroughHighPressureCoolant;ThroughLowPressureCoolant;AirBlastCoolant;MinimumQuantityLubricationCoolant;MinimumQuantityLubricationValue;Rough;SpinDirection;SpinLimit;ThreadingStandard;ThreadStandardByUser;ThreadingTableStandard;NumThreads;Pitch;PitchUnit
311;KUGELFRAESER_ALU_D10;BALL NOSE MILL;D10_Kugelfr�ser_ALU_normal_207032_10;1;mm;10;0;5;0;0;2;Kugelfr�ser ALU / normale L�nge / 207032_10;0;10;mm;35;67;32;0;0;13;155;None;mm;Fz;0.07;0.06;0.07;V;500;500;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_10;;On B-axis;0;0;10;0;207032 10;308318 10;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
312;KUGELFRAESER_ALU_D12;BALL NOSE MILL;D12_Kugelfr�ser_ALU_normal_207032_12;1;mm;12;0;6;0;0;2;Kugelfr�ser ALU / normale L�nge / 207032_12;0;12;mm;43;73;38;0;0;16;163;None;mm;Fz;0.07;0.06;0.07;V;500;500;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_12;;On B-axis;0;0;12;0;207032 12;308318 12;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
321;KUGELFRAESER_STAHL_D1;BALL NOSE MILL;D1_VHM_Kugelfr�ser_207125;1;mm;1;0;0.5;0;0;2;VHM Kugelfr�ser / Uni / Holex;0;1;mm;19.5;50;3.6;0;0;3;141;None;mm;F;245;150;245;S;17500;17500;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;1;30;207125 1;304972 2-6;309563 4;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
322;KUGELFRAESER_STAHL_D2;BALL NOSE MILL;D2_VHM_Kugelfr�ser_207125;1;mm;2;0;1;0;0;2;VHM Kugelfr�ser / Uni / Holex;0;2;mm;19.5;50;6;0;0;5;141;None;mm;F;250;300;250;S;17500;17500;N;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;2;0;207125 2;304972 2-6;309563 6;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
323;KUGELFRAESER_STAHL_D3;BALL NOSE MILL;D3_VHM_Kugelfr�ser_Stahl_207477;1;mm;3;0;1.5;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;3;mm;19.5;50;5;0;0;5;141;None;mm;Fz;0.005;0.005;0.005;V;180;200;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;3;0;207477 3;304972 2-6;309563 3;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
324;KUGELFRAESER_STAHL_D4;BALL NOSE MILL;D4_VHM_Kugelfr�ser_Stahl_207477;1;mm;4;0;2;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;4;mm;24.5;54;8;0;0;8;146;None;mm;Fz;0.01;0.01;0.01;V;180;200;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;4;0;207477 4;304972 2-6;309563 4;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
325;KUGELFRAESER_STAHL_D5;BALL NOSE MILL;D5_VHM_Kugelfr�ser_Stahl_207477;1;mm;5;0;2.5;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;5;mm;19.5;54;9;0;0;9;141;None;mm;Fz;0.01;0.01;0.01;V;180;200;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;5;0;207477 5;304972 2-6;309563 5;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
326;KUGELFRAESER_STAHL_D6;BALL NOSE MILL;D6_VHM_Kugelfr�ser_Stahl_207477;1;mm;6;0;3;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;6;mm;19.5;54;10;0;0;10;141;None;mm;Fz;0.015;0.015;0.015;V;180;200;Y;100;100;200;;;extra_Schlanke_Spannzange_A120mm_304972;;On B-axis;0;0;6;0;207477 6;304972 2-6;309563 6;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
327;KUGELFRAESER_STAHL_D8;BALL NOSE MILL;D8_VHM_Kugelfr�ser_Stahl_207477;1;mm;8;0;4;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;8;mm;20;58;12;0;0;12;140;None;mm;Fz;0.02;0.02;0.02;V;180;200;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_8;;On B-axis;0;0;8;0;207477 8;308318 8;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
328;KUGELFRAESER_STAHL_D10;BALL NOSE MILL;D10_VHM_Kugelfr�ser_Stahl_207477;1;mm;10;0;5;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;10;mm;20;66;14;0;0;14;140;None;mm;Fz;0.03;0.03;0.03;V;180;200;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_10;;On B-axis;0;0;10;0;207477 10;308318 10;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
329;KUGELFRAESER_STAHL_D12;BALL NOSE MILL;D12_VHM_Kugelfr�ser_Stahl_207477;1;mm;12;0;6;0;0;4;VHM / Vollradiusfr�ser / HPC / 207477;0;12;mm;25;73;16;0;0;16;145;None;mm;Fz;0.04;0.04;0.04;V;180;200;Y;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_12;;On B-axis;0;0;12;0;207477 12;308318 12;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
334;D4X1_NUTFREASER_Webasto;SLOT MILL;DCN.3.40.10.00.1.06 AN25;1;mm;4;0;0;0;0;3;DCN.3.40.10.00.1.06 AN25;0;2.8;mm;25;50;1.2;0;0;1;105;None;mm;Fz;0.015;0.010472;0.015;V;120;120;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308187_6;;On B-axis;0;0;2.8;0;DCN.3.40.10.00.1.06 AN25;308187_6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
335;D6X1.5_NUTENFRAESER_DOCKWEILER;SLOT MILL;DCR.3.60.15.75.2.06 AN25;1;mm;6;0;0;0;0;3;DCR.3.60.15.75.2.06 AN25;0;12;mm;25;62.9993;1.8;0;0;1.5;105;None;mm;Fz;0.015;0.015708;0.015;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;12;0;DCR.3.60.15.75.2.06AN25;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
336;D8X1.5_NUTENFRAESER_DOCKWEILER;SLOT MILL;DCR.4.80.15.75.5.08 AN25;1;mm;8;0;0;0;0;4;DCR.4.80.15.75.5.08 AN25;0;8;mm;63;62.9992;1.8;0;0;1.5;153;None;mm;Fz;0.015;0.0188496;0.015;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;8;0;DCR.4.80.15.75.5.08AN25;308172 12;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
340;D20X1_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_D20_6317.0280_Z18;1;mm;20;0;0;0;0;14;Nutex STAR HM  / Alesa_D20_6317.0280_Z18;0;12;mm;53;146.6;1.2;0;0;1;143;None;mm;F;1000;300;800;S;3500;4000;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;12;0;6317.0280;308172 12;6018.0476;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
341;D30X1.5_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_D32_6317.0405_Z14;1;mm;32;0;0;0;0;14;Nutex STAR HM  / Alesa_D32_6317.0405_Z14;0;12;mm;53;147.1;1.8;0;0;1.5;143;None;mm;F;1000;300;800;S;3500;4000;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;12;0;6317.0405;308172 12;6018.0476;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
342;D50X1.5_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_D50_6317.0574_Z14;1;mm;50;0;0;0;0;14;Nutex STAR HM  / Alesa_D50_6317.0574_Z14;0;16;mm;63;160.7;15;0;0;1.5;153;None;mm;F;1000;300;800;S;3500;4000;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_12;;On B-axis;0;0;16;0;6317.0574;308172 16;6018.0594;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
343;D63X2_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_6354.0629_63_2_Z18;1;mm;63;0;0;0;0;12;Nutex Plus EVO HM AlCrN 6354.0629 D63x2x16mm Z18 BSNutex Plus EVO HM DLC-H f.ALU 6354.0644 D63x2x16mm Z18 BS;0;12;mm;2.73;2.73;2.73;0;0;2.73;109.73;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Aufsteckdorne_63_80;;On B-axis;0;0;12;0;6354.0629 - 6354.0644;6058.0640;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
344;D80X2_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_6354.0661_80_2.5_Z16;1;mm;80;0;0;0;0;2;Nutex Plus EVO HM AlCrN 6354.0661 D80x2.5x16mm Z16 BSNutex Plus EVO HM DLC-H f.ALU 6354.0676 D63x2.5x16mm Z16 BS;0;12;mm;2.73;2.73;2.73;0;0;2.73;107;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Aufsteckdorne_63_80;;On B-axis;0;0;12;0;6354.0661 - 6354.0676;6058.0640;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
345;D100X3_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_6354.0723_100_3_Z16;1;mm;100;0;0;0;0;2;Nutex Plus EVO HM AlCrN 6354.0723 D100x3x22mm Z16 BSNutex Plus EVO HM DLC-H f.ALU 6354.0738 D100x3x22mm Z16 BS;0;12;mm;5.08;3.08;3.08;0;0;3.08;123;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Aufsteckdorne_100_125;;On B-axis;0;0;12;0;6354.0723 - 6354.0738;6058.0650;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
346;D125X3_SCHEIBENFRAESER_ALESA;SLOT MILL;Alesa_6354.0753_125_3_Z16;1;mm;125;0;0;0;0;2;Nutex Plus EVO HM AlCrN 6354.0753 D125x3x22mm Z16 BSNutex Plus EVO HM DLC-H f.ALU 6354.0768 D125x3x22mm Z16 BS;0;12;mm;3.97;3.08;3.08;0;0;3.08;123.19;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Aufsteckdorne_100_125;;On B-axis;0;0;12;0;6354.0753 - 6354.0768;6058.0650;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
561;G1-8_ZOLL;TAP;G1/8;1;mm;9.73007;0;0;0;0;1;MasterTAP Gewindebohrer / 137805 / Kernloch 8.8;0;6;mm;101;11;11;0;0;11;127;None;mm;Fz;0.285714;0.907;0.228571;V;20;20;Y;100;100;200;;;Gewinde_MLA_M1-M12_338110;;On B-axis;2;9;6;0;137805 G1/8;338110 M1-12;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0.907;mm
562;G1-4_ZOLL;TAP;G1/4;1;mm;13.1601;0;0;0;0;1;MasterTAP Gewindebohrer / 137805 / Kernloch 11.8;0;6;mm;117;17;17;0;0;17;127;None;mm;F;114.286;534.8;91.4286;S;400;400;Y;100;100;200;;;Gewinde_MLA_M1-M12_338110;;On B-axis;2;13;6;0;137805 G1/4;338110 M1-12;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;1.337;mm
563;G3-8_ZOLL;TAP;G3/8;1;mm;16.6601;0;0;0;0;1;MasterTAP Gewindebohrer / 137805 / Kernloch 15.25;0;6;mm;117;17;17;0;0;17;183;None;mm;Fz;0.285714;1.337;0.228571;S;382.123;382.123;Y;100;100;200;;;Gewinde_MLA_M6-M20_338110;;On B-axis;2;16;6;0;137805 G3/8;338110 M6-20;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;1.337;mm
566;G3-4_ZOLL;TAP;G3/4;1;mm;26.44;0;0;0;0;1;MasterTAP Gewindebohrer / 137805 / Kernloch 24.5;0;6;mm;170;30;30;0;0;30;203;None;mm;Fz;0.285714;1.814;0.228571;S;240.779;240.779;Y;100;100;200;;;Gewinde_MLA_M6-M20_338110;;On B-axis;2;26;6;0;137805 G3/4;338110 M6-20;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;1.814;mm
580;GEWINDEFRAESER_M2.5_GUEHRING;THREAD MILL;Gewindefraeser_M2.5_G�hring;1;mm;1.95;0;0;0;0;4;Gewindefraeser_M2.5_G�hring;0;3;mm;15;39;8.6;0;0;1.25;95;None;mm;F;200;200;200;S;3500;3500;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_3;;On B-axis;0;0;1.38;45;4226 2.500;308172 3;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;Metric (ISO)   M2.5 x 0.45;0;Metric (ISO);1;0.45;mm
581;GEWINDEFRAESER_M4_GUEHRING;THREAD MILL;Gewindefraeser_M4_G�hring;1;mm;3;0;0;0;0;3;Gewindefraeser_M4_G�hring;0;6;mm;15;48;8.8;0;0;8.8;95;None;mm;F;200;200;200;S;3500;3500;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;1.7;80;3526 4.000;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
582;GEWINDEFRAESER_M5_GUEHRING;THREAD MILL;Gewindefraeser_M5_G�hring;1;mm;4;0;0;0;0;3;Gewindefraeser_M5_G�hring;0;6;mm;15;54;10.8;0;0;10.8;95;None;mm;F;200;200;200;S;3500;3500;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;2.719;80;3526 5.000;308172 6;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
583;GEWINDEFRAESER_M6_GUEHRING;THREAD MILL;Gewindefraeser_M6_G�hring;1;mm;4.8;0;0;0;0;3;Gewindefraeser_M6_G�hring;0;8;mm;20;62;13.5;0;0;13.5;100;None;mm;F;200;200;200;S;3500;3500;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_8;;On B-axis;0;0;3.519;80;3526 6.000;308172 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
586;GEWINDEFRAESER_M2_HORN;THREAD MILL;DCG.3.M2.040.2.1.03_ES15;1;mm;1.5;0;0;0;0;3;DCG.3.M2.040.2.1.03 ES15;0;1.5;mm;15;34;7.2;0;0;6;135;None;mm;F;50;50;50;S;17500;17500;N;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_3;;On B-axis;0;0;1.067;90;DCG.3.M2.040.2.1.03 ES15;308318 3;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;Metric (ISO)   M2 x 0.4;0;Metric (ISO);1;0.4;mm
587;GEWINDEFRAESER_M3_HORN;THREAD MILL;DCG.3.M3.050.2.1.04.AN25;1;mm;2;0;0;0;0;3;DCG.3.M3.050.2.1.04 AN25;0;12;mm;15;39;9.6;0;0;8;135;None;mm;F;50;50;50;S;17500;17500;N;100;100;200;;;Schrumpffutter_extra_Schlank_A=120mm_308318_3;;On B-axis;0;0;1.45875;90;DCG.3.M3.050.2.1.04 AN25;308318 3;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;Metric (ISO)   M3 x 0.5;0;Metric (ISO);1;0.5;mm
588;GEWINDEFRAESER_M8_HORN;THREAD MILL;DCG.4.M8.125.5.2.08 AN25;1;mm;5.5;0;0;0;0;4;DCG.4.M8.125.5.2.08 AN25;0;5.5;mm;25;63;1.2;0;0;1;105;None;mm;Fz;0.015;0.0107992;0.015;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308187_8;;On B-axis;0;0;4.2193;90;DCG.4.M8.125.5.2.08 AN25;308187 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
589;GEWINDEFRAESER_M10_HORN;THREAD MILL;DCG.4.M10.150.6.2.08 AN25;1;mm;6.8;0;0;0;0;4;DCG.4.M10.150.6.2.08 AN25;0;12;mm;25;63;1.6128;0;0;1.344;105;None;mm;Fz;0.015;0.0133518;0.015;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308187_8;;On B-axis;0;0;5.5193;90;DCG.4.M10.150.6.2.08 AN25;308187 8;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
590;GEWINDEFRAESER_M12_HORN;THREAD MILL;DCG.4.M12.175.6.2.10 AN25;1;mm;8;0;0;0;0;4;DCG.4.M12.175.6.2.10 AN25;0;8;mm;30;63;1.8432;0;0;1.536;115;None;mm;Fz;0.015;0.0214286;0.015;V;120;120;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308187_10;;On B-axis;0;0;6.7193;90;DCG.4.M12.175.6.2.10 AN25;308187 10;0;;HSK 63;0;0;0;0;0;0;0;0;0;0;CW;0;;0;;1;1;mm
615;D3_ALU_DLC_VARIOVAC_LANG;END MILL;D3_Schaftfr�ser_MTC_202392;1;mm;3;0;0;0;0;3;VHM Schaftfr�ser/Schlicht u. Schrupp/MTC/Gold/kurze Schneiden/202392;0;6;mm;19;57;15;0;0;8;179;None;mm;Fz;0.02;0.015;0.015;V;200;220;Y;100;100;200;;;extra_Schlanke_Spannzange_A160mm_304974;;On B-axis;0;0;3;30;202270 3;304973 2-6;309563 3;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
652;SPEZIAL_VARIOVAC_2.5X1.5_UNTEN;END MILL;2.5x1.5_unten_Spezialfr�ser_Variovac;1;mm;2.5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 2.5er Fr�ser mit Haken / 2.5x1.5 untenAngebot-Nr. 21191121;0;2.5;mm;15;36.2517;7.2;0;0;6;95;None;mm;F;300;300;300;S;18000;18000;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;2.5;30;202392 2 5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
653;SPEZIAL_VARIOVAC_3X2_UNTEN;END MILL;3x2_unten_Spezialfr�ser_Variovac;1;mm;3;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 3er Fr�ser mit Haken / 3x2 untenAngebot-Nr. 21191121;0;3;mm;15;39.5196;30;0;0;6;95;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3;30;202392 3;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
654;SPEZIAL_VARIOVAC_3X3_UNTEN;END MILL;3x3_unten_Spezialfr�ser_Variovac;1;mm;3;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 3er Fr�ser mit Haken / 3x3 untenAngebot-Nr. 21191121;0;3;mm;15;40.5196;30;0;0;6;95;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3;30;202392 3;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
655;SPEZIAL_VARIOVAC_3.5X3.5_UNTEN;END MILL;3.5x3.5_unten_Spezialfr�ser_Variovac;1;mm;3.5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 3.5er Fr�ser mit Haken / 3.5x3.5 untenAngebot-Nr. 21191121;0;3.5;mm;15;40.5;30;0;0;6;95;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.5;30;202392 3.5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
656;SPEZIAL_VARIOVAC_4X3_UNTEN;END MILL;4x3_unten_Spezialfr�ser_Variovac;1;mm;4;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 4er Fr�ser mit Haken / 4x3 untenAngebot-Nr. 21191121;0;6;mm;17;40.5196;30;0;0;6;97;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;4;30;202392 4;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
657;SPEZIAL_VARIOVAC_5X3_UNTEN;END MILL;5x3_unten_Spezialfr�ser_Variovac;1;mm;5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 5er Fr�ser mit Haken / 5x3 untenAngebot-Nr. 21191121;0;5;mm;17;40.5196;7.2;0;0;6;97;None;mm;Fz;0.015;0.00628318;0.015;V;200;200;Y;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;5;30;202392 5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;-1e-12;0;CW;0;;0;;0;0;mm
658;SPEZIAL_VARIOVAC_3.5X2.5_UNTEN;END MILL;3.5x2.5_unten_Spezialfr�ser_Variovac;1;mm;3.5;0;0;0;0;3;Spezialfr�ser f�r Variovac/ 5er Fr�ser mit Haken / 5x3 untenAngebot-Nr. 21191121;0;6;mm;8;43.01;15;0;0;10;88;None;mm;F;1000;300;800;S;3500;3500;N;100;100;200;;;Schrumpffutter_normal_(vernickelt)_308172_6;;On B-axis;0;0;3.5;90;202392 5;308172 6;0;;HSK 63;1;0;0;0;0;0;0;0;0;0;CW;0;;0;;0;0;mm
